frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,neck_x,neck_y
0,0.31541261076927185,0.5115176439285278,0.30269917845726013,0.5193643569946289,0.3029530644416809,0.5040381550788879,0.31337666511535645,0.5328782200813293,0.31272274255752563,0.4939800798892975,0.4031100273132324,0.5489377379417419,0.39898306131362915,0.4772474765777588,0.5127920508384705,0.5595121383666992,0.5073725581169128,0.47174662351608276,0.611306369304657,0.558420717716217,0.6050931215286255,0.4673132598400116,0.6152771711349487,0.5372269153594971,0.6120594143867493,0.4912649691104889,0.7588198781013489,0.5276002883911133,0.7577599883079529,0.4956192374229431,0.8976336121559143,0.5245470404624939,0.8977187871932983,0.4995744228363037,0.4012036919593811,0.5136634111404419
1,0.3151450753211975,0.5106810331344604,0.3024258613586426,0.5187245011329651,0.30261120200157166,0.5032097697257996,0.3131549060344696,0.5327861309051514,0.3126209080219269,0.49355942010879517,0.4029419422149658,0.5491644144058228,0.39893490076065063,0.4774323105812073,0.5135424733161926,0.5595744848251343,0.5062762498855591,0.4717288017272949,0.6139931082725525,0.560285747051239,0.60274738073349,0.46581339836120605,0.6147120594978333,0.5366665720939636,0.611723005771637,0.4906734526157379,0.7590139508247375,0.5274384021759033,0.7583239674568176,0.49554041028022766,0.8978062272071838,0.5243392586708069,0.8979554176330566,0.4998037815093994,0.4010315239429474,0.513771653175354
2,0.3138260245323181,0.5094426274299622,0.30124780535697937,0.5176459550857544,0.30131885409355164,0.5021793246269226,0.31262174248695374,0.532544732093811,0.31194010376930237,0.49335625767707825,0.40313512086868286,0.5494579076766968,0.39897221326828003,0.477370023727417,0.5145105719566345,0.5600287318229675,0.5051729679107666,0.4695863723754883,0.61412513256073,0.5616322159767151,0.5991089940071106,0.46037736535072327,0.6132811307907104,0.535183846950531,0.6098929643630981,0.4898405373096466,0.7567306756973267,0.5266660451889038,0.7560837864875793,0.49469923973083496,0.8966851830482483,0.5241655707359314,0.8969935774803162,0.49948447942733765,0.40115389227867126,0.5137904286384583
3,0.31315580010414124,0.507701575756073,0.3002806305885315,0.5161910653114319,0.3003261089324951,0.5007847547531128,0.31198185682296753,0.5324174761772156,0.311275452375412,0.4932008683681488,0.4031919538974762,0.5502644777297974,0.3988024890422821,0.4770943224430084,0.5160741806030273,0.5621613264083862,0.5059271454811096,0.46641749143600464,0.6141014695167542,0.5671825408935547,0.5990825295448303,0.4559862017631531,0.614404559135437,0.5355553030967712,0.6115006804466248,0.4899420738220215,0.7583358883857727,0.5265206098556519,0.7570855021476746,0.4941999316215515,0.8967273831367493,0.5244797468185425,0.8965992331504822,0.49959251284599304,0.4011210501194,0.5141276121139526
4,0.31294041872024536,0.5063561201095581,0.2998487949371338,0.5149133801460266,0.29984810948371887,0.4999608099460602,0.3113095164299011,0.5324074029922485,0.3107355535030365,0.493307501077652,0.4029824137687683,0.5506793856620789,0.3971160054206848,0.4771282970905304,0.5154392719268799,0.5656482577323914,0.5015192627906799,0.45986101031303406,0.6091492772102356,0.5769615173339844,0.594635009765625,0.44621092081069946,0.6153737902641296,0.5346357822418213,0.612912118434906,0.48872894048690796,0.7603349089622498,0.5263389945030212,0.7586575746536255,0.494349867105484,0.8977733850479126,0.5241196751594543,0.8973749876022339,0.4997934401035309,0.40025344491004944,0.5143807530403137
5,0.31304827332496643,0.5043841600418091,0.2999204099178314,0.5133112668991089,0.29974085092544556,0.49847593903541565,0.3118690848350525,0.5319835543632507,0.311240017414093,0.4924653172492981,0.40295693278312683,0.550723135471344,0.39697936177253723,0.47644099593162537,0.5105115175247192,0.5702868103981018,0.49700552225112915,0.45256614685058594,0.5991682410240173,0.5863745808601379,0.5873021483421326,0.4360978901386261,0.6135395765304565,0.5361660122871399,0.6113133430480957,0.4891194999217987,0.7575990557670593,0.526724100112915,0.7556709051132202,0.4952458441257477,0.8965500593185425,0.5240958333015442,0.8959800004959106,0.49986761808395386,0.4003552794456482,0.514036238193512
6,0.31359753012657166,0.5027123093605042,0.3004911541938782,0.511862576007843,0.3002261817455292,0.4972741901874542,0.3120298981666565,0.5313356518745422,0.3113676905632019,0.492021381855011,0.40337255597114563,0.5511125922203064,0.39654067158699036,0.4761797785758972,0.5076262354850769,0.5747742056846619,0.48830291628837585,0.4486251175403595,0.5961155295372009,0.5986422896385193,0.564041256904602,0.4249921143054962,0.6123203635215759,0.5384436249732971,0.6092893481254578,0.489359587430954,0.7573195695877075,0.527791440486908,0.7547162771224976,0.49631354212760925,0.8971784710884094,0.5232526063919067,0.897097110748291,0.4998643696308136,0.40047451853752136,0.514057457447052
7,0.31354543566703796,0.5012422800064087,0.3004262447357178,0.5107685327529907,0.2997908294200897,0.49628326296806335,0.31173819303512573,0.5309630632400513,0.310403436422348,0.4916033446788788,0.4024776518344879,0.551490306854248,0.3958786427974701,0.476936399936676,0.5009316205978394,0.5800197720527649,0.4816775619983673,0.44419458508491516,0.5869814157485962,0.60930335521698,0.54880291223526,0.4113931357860565,0.6113137006759644,0.5394302606582642,0.6088491082191467,0.4899424612522125,0.7565675377845764,0.5279170274734497,0.753903865814209,0.4963602125644684,0.8981866240501404,0.5233689546585083,0.8981131315231323,0.49956971406936646,0.39985495805740356,0.5145527124404907
8,0.3140323758125305,0.5004993677139282,0.3011464476585388,0.5101870894432068,0.30021119117736816,0.49586185812950134,0.31239625811576843,0.5305832028388977,0.31030112504959106,0.491780549287796,0.40091508626937866,0.5514208078384399,0.39595064520835876,0.47625353932380676,0.4909364879131317,0.5837284326553345,0.4771418869495392,0.43787720799446106,0.5668640732765198,0.6198518872261047,0.5356014966964722,0.39815768599510193,0.6107763648033142,0.53848797082901,0.609095573425293,0.4887270927429199,0.7566694021224976,0.5279748439788818,0.7539719343185425,0.4959156811237335,0.8987698554992676,0.523115336894989,0.8987120985984802,0.4985496401786804,0.39921221137046814,0.5142439603805542
9,0.31446215510368347,0.49923163652420044,0.30154329538345337,0.5090146660804749,0.3004660904407501,0.4953491985797882,0.3124154210090637,0.5298657417297363,0.3101593554019928,0.49240848422050476,0.4008047580718994,0.5512353181838989,0.3965745270252228,0.4759526550769806,0.4874405860900879,0.5869453549385071,0.46898072957992554,0.4337155222892761,0.5556837320327759,0.6317223906517029,0.5214842557907104,0.3805901110172272,0.6114622950553894,0.5377808213233948,0.6097517609596252,0.4873785972595215,0.7575621008872986,0.5286990404129028,0.7551107406616211,0.49611490964889526,0.899441659450531,0.5233849287033081,0.8995202779769897,0.4985450804233551,0.3993718922138214,0.514120876789093
