frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,neck_x,neck_y
0,0.27435019612312317,0.5310181975364685,0.24451030790805817,0.5451825857162476,0.2535238265991211,0.5092498660087585,0.26144328713417053,0.5613850355148315,0.2796289026737213,0.46813300251960754,0.42325559258461,0.5957927703857422,0.4106839597225189,0.42715397477149963,0.6667605042457581,0.6102854013442993,0.39704641699790955,0.3074646592140198,,,0.36071881651878357,0.18768048286437988,0.8457604646682739,0.55536288022995,0.8295897245407104,0.4322388172149658,,,,,,,,,0.41565409302711487,0.5120243430137634
1,0.27349621057510376,0.5313904285430908,0.2437671273946762,0.5453738570213318,0.2529422640800476,0.5098966360092163,0.2613607943058014,0.5610029101371765,0.2796129584312439,0.46867600083351135,0.42362698912620544,0.5960494875907898,0.4108232855796814,0.4274546205997467,0.666831374168396,0.6101208925247192,0.3968091309070587,0.30790969729423523,,,0.359616756439209,0.18724045157432556,0.8460732698440552,0.5548607110977173,0.8295489549636841,0.4310440719127655,,,,,,,,,0.4159086346626282,0.5121867060661316
2,0.27361440658569336,0.5311054587364197,0.24380545318126678,0.5451873540878296,0.25300711393356323,0.5096195936203003,0.26141321659088135,0.5608794093132019,0.27954092621803284,0.46858200430870056,0.4237714409828186,0.5963580012321472,0.4109189510345459,0.4276037812232971,0.6681942939758301,0.610166609287262,0.397057443857193,0.3080590069293976,,,0.3593776524066925,0.18723554909229279,0.8461825251579285,0.5550013780593872,0.8294945955276489,0.43190309405326843,,,,,,,,,0.4160758852958679,0.5124092698097229
3,0.27461278438568115,0.5279059410095215,0.24481676518917084,0.5435510277748108,0.25382715463638306,0.5068114995956421,0.26241403818130493,0.5605393052101135,0.2796609401702881,0.46802806854248047,0.4238862097263336,0.5961702466011047,0.4092946946620941,0.4275481700897217,0.6677507162094116,0.6100150942802429,0.3967834413051605,0.30734017491340637,,,0.35958409309387207,0.18667399883270264,0.8463674187660217,0.5548785328865051,0.8297768831253052,0.4309033453464508,,,,,,,,,0.4157446324825287,0.5122028589248657
4,0.2748716473579407,0.5273228287696838,0.24510027468204498,0.5432974100112915,0.2540163993835449,0.5062443614006042,0.2628224194049835,0.5605717301368713,0.27977094054222107,0.4678294360637665,0.42386290431022644,0.5961834192276001,0.4092690348625183,0.4278210997581482,0.6682529449462891,0.6100465059280396,0.39674124121665955,0.3078537881374359,,,0.3594352602958679,0.18713772296905518,0.8462504148483276,0.554607093334198,0.8293803930282593,0.4313640594482422,,,,,,,,,0.4157894551753998,0.5124386548995972
5,0.27499014139175415,0.5271571278572083,0.24521638453006744,0.5432694554328918,0.25399476289749146,0.506226122379303,0.2634277045726776,0.5607439279556274,0.279845267534256,0.4677793085575104,0.4240834712982178,0.5964651107788086,0.40927475690841675,0.427764892578125,0.6683365106582642,0.6081859469413757,0.3966623842716217,0.3077719509601593,,,0.35933229327201843,0.1873473972082138,0.8459444046020508,0.5547133088111877,0.8288798332214355,0.4313930869102478,,,,,,,,,0.4158647060394287,0.5124958753585815
6,0.2755618393421173,0.5264566540718079,0.24556668102741241,0.5428358912467957,0.2542644441127777,0.505507230758667,0.2633168399333954,0.5607997179031372,0.2797684669494629,0.46746012568473816,0.42420563101768494,0.5964611768722534,0.4105373024940491,0.4275819957256317,0.6684831976890564,0.6099898219108582,0.3968481123447418,0.30800661444664,,,0.3595239818096161,0.18764366209506989,0.8460860252380371,0.554735004901886,0.8289826512336731,0.431380033493042,,,,,,,,,0.4159579277038574,0.5124285817146301
7,0.27493831515312195,0.5267701148986816,0.2452385276556015,0.5430179238319397,0.25399723649024963,0.5058207511901855,0.2631815969944,0.5606902241706848,0.27979761362075806,0.46768999099731445,0.42373400926589966,0.5965239405632019,0.40917691588401794,0.4276074469089508,0.667685329914093,0.6102170348167419,0.39743420481681824,0.30738338828086853,,,0.36072561144828796,0.18581977486610413,0.8456996083259583,0.5552311539649963,0.8289734125137329,0.43141523003578186,,,,,,,,,0.41553109884262085,0.512511670589447
8,0.27521395683288574,0.5267916917800903,0.24526384472846985,0.5430772304534912,0.253945916891098,0.5058079361915588,0.26326021552085876,0.5609579086303711,0.2797239422798157,0.4675579071044922,0.42400482296943665,0.5966652035713196,0.4093650281429291,0.4275052845478058,0.6680750250816345,0.6102413535118103,0.39754772186279297,0.3078238368034363,,,0.3609199523925781,0.1860354095697403,0.8460608720779419,0.554887592792511,0.8291259407997131,0.4314098358154297,,,,,,,,,0.41584089398384094,0.5124701857566833
9,0.2750394940376282,0.5271640419960022,0.24509261548519135,0.5432239174842834,0.2538892328739166,0.5061324238777161,0.26304033398628235,0.5608017444610596,0.2798505425453186,0.46760299801826477,0.4239116311073303,0.5965185165405273,0.41067740321159363,0.4274114668369293,0.6675575375556946,0.6103668808937073,0.3975912034511566,0.30750808119773865,,,0.3610977530479431,0.1859140843153,0.8456581234931946,0.5551794767379761,0.8289998173713684,0.4313884377479553,,,,,,,,,0.41584810614585876,0.5123621821403503
